"AnalysisName"	"AnalysisPath"	"AnalyteId"	"AnalyteName"	"RegisterNumber"	"Elemental Composition"	"PMI"	"m/z"	"expected m/z"	"Error [ppm]"	"Error [Da]"	"Error [mDa]"	"Resolution m/z"	"Area"	"Height"	"mSigma"	"Score"	"IdendificationStatus"	"Retention Time[min]"	"Expected Retention Time[min]"	"Delta RT[min]"	"Status"	"Quantity"	"Adduct"	"SigmaScore"	"MassErrorScore"	"RetentionTimeScore"	"QualifierScore"	"CompoundId"	"SampleType"	"Marked"	"Internal Standard(ISTD)"	"Internal Standard Retention Time[min]"	"ISTD Area"	"ISTD Height"	"RRT"	"relative Area"	"relative Height"	"Signal/Noise"	"Compound Status"	"cdrChromatogramProperties"	"cdrSpectrumId"	"m/z calibration StdDev."	"Expected Quantity"	"Injection Volume"	"Manually Integrated;"	"SigmaScoreString"	"MassErrorScoreString"	"RetentionTimeScoreString"	"DiagnosticIonScoreString"	"Expected Qualifier Ions"	"Found Qualifier Ions"	"Expected Optional Ions"	"Found Optional Ions"	"Expected Mandatory Diagnostic Ions"	"Found Mandatory Diagnostic Ions"	"Unit of Quantity"	"Quantity w/ unit"	"Expected quantity w/ unit"	"Quantity below lowest calibration level"	"Quantity above highest calibration level"	"Reporting Limit Exceeded"	"Quality of Quantity"	"R2"	"Accuracy/Recovery[%]"	"AnalysisId"	"UserFlag"	"Ion Ratio Q1"	"Ion Ratio Q2"	"Ion Ratio Q3"	"Ion Ratio Q4"	"Ion Ratio Q5"	"Full Width Half Maximum Chromatographic Peak [s]"	"Residuals[%]"	"Internal standard used for calibration function calculation"	"AccuracyDeviation"	"Min R2"	"RecoveryDeviation"	"ELV"	"RL"	"ULOQ"	"LLOQ"	"DL"	" Sample Identifier"	"Ion Ratio Q"	"Error m/z Q0"	"Error m/z Q1"	"Error m/z Q2"	"Error m/z Q3"	"Error m/z Q4"	"Error m/z Q5"	"Q0 Label"	"Q1 Label"	"Q2 Label"	"Q3 Label"	"Q4 Label"	"Q5 Label"	"Review State"	"Visited"	"%RSD RF"	"Carry Over Limit"	"False Negative"	"Response Range"	"Retention Time Drift"	"Signal In Blank"	"Intensity"	"1/K0 [V*s/cm2]"	"Expected 1/K0 [V*s/cm2]"	"Area to height ratio indicates whether this is a real chromatographic peak."	"(A/H)max / (A/H)min"	"Area of mobilogram peak"	"CCS [A2]"	"Expected CCS [A2]"	"Combined CCS Score"	"FWHM mobilogram peak"	"MRCSQ Score"	"Absolute deviation CCS [A2]"	"Relative deviation CCS [%]"	"Deviation 1/K0 [V*s/cm2]"	"Relative deviation 1/K0[%]"	"instrumentName"	"instrumentSerialNumber"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9.d"	"d1f7b7ec-b569-4bbe-9dd1-33ae8702d57b"	"Valine-13C5,15N [IS]"	""	"C10^13C5H18N2^15NO3^1+"	"M+nH"	"294.1483"	"294.1481"	"0.63"	"0.00019"	"0.19"	"32313.61"	"16431"	"5019"	"5.9"	"+++"	"3"	"3.66"	"3.65"	"0.01"	"VALID"	"0.943"	"I"	"2"	"2"	"2"	"255"	"0ce40d79-5e3e-4b0f-8628-e154033be375"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"3288"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.943 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.6980"	"94.32"	"bb203347-caad-470b-87ad-e9f73b59f00b"	""	""	""	""	""	""	"2.96"	"-5.68"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	""	"-0.185"	"-0.121"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"5019"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9.d"	"bff38c27-407f-4dbe-9a8f-e16a4a54c942"	"alpha-aminobutyric acid"	""	"C14H16N3O3^1+"	"M+nH"	"274.1187"	"274.1186"	"0.48"	"0.00013"	"0.13"	"31172.95"	"25745"	"10964"	"4.4"	"+++"	"3"	"3.12"	"3.10"	"0.02"	"VALID"	"20.188"	"I"	"2"	"2"	"2"	"255"	"4b1b145b-7c51-47eb-a00e-6462c9a950a9"	"CALIBRANT"	"no"	"Proline-13C5,15N"	"2.83"	"17553"	"5242"	"1.10"	"1.467"	"2.091"	"270.7"	"VALID"	""	""	""	"20.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"20.188 units"	"20.000 units"	""	""	""	"IN_BATCH"	"0.9962"	"100.94"	"bb203347-caad-470b-87ad-e9f73b59f00b"	""	""	""	""	""	""	"2.06"	"0.94"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	""	"-0.131"	"-0.012"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"10973"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9.d"	"69714ce1-b192-43c4-82bb-2ac04d324883"	"beta-alanine"	""	"C13H14N3O3^1+"	"M+nH"	"260.1032"	"260.1030"	"0.94"	"0.00024"	"0.24"	"30864.36"	"29736"	"12739"	"9.2"	"+++"	"3"	"2.31"	"2.30"	"0.01"	"VALID"	"19.611"	"I"	"2"	"2"	"2"	"255"	"3ae83601-0dbf-45ad-8ff2-ee88de0de12d"	"CALIBRANT"	"no"	"beta-alanine-13C3,15N"	"2.31"	"21098"	"9340"	"1.00"	"1.409"	"1.364"	"156.1"	"VALID"	""	""	""	"20.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"19.611 units"	"20.000 units"	""	""	""	"IN_BATCH"	"0.9910"	"98.06"	"bb203347-caad-470b-87ad-e9f73b59f00b"	""	""	""	""	""	""	"1.99"	"-1.94"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	""	"-0.243"	"-0.039"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"12805"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9.d"	"a5f0fc2a-a8d9-40ea-a54a-abb0ceb1d232"	"beta-alanine-13C3,15N [IS]"	""	"C10^13C3H14N2^15NO3^1+"	"M+nH"	"264.1100"	"264.1101"	"-0.27"	"-0.00007"	"-0.07"	"29790.05"	"21098"	"9261"	"10.3"	"+++"	"3"	"2.31"	"2.30"	"0.01"	"VALID"	"0.888"	"I"	"2"	"2"	"2"	"255"	"40f887de-16ef-48ce-aa80-0f1c4440a4f4"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"113.4"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.888 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.7066"	"88.85"	"bb203347-caad-470b-87ad-e9f73b59f00b"	""	""	""	""	""	""	"1.99"	"-11.15"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	""	"0.072"	"-0.039"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"9340"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9.d"	"a29e8d9e-6049-4be9-8e1f-0fe87236629e"	"beta-aminoisobutyric acid"	""	"C14H16N3O3^1+"	"M+nH"	"274.1189"	"274.1186"	"0.90"	"0.00025"	"0.25"	"31745.37"	"27659"	"13572"	"4.9"	"+"	"1"	"2.78"	"2.75"	"0.03"	"VALID"	"19.414"	"I"	"2"	"2"	"1"	"255"	"6f75bd4f-49d4-4970-96e9-4c05e31dbbe3"	"CALIBRANT"	"no"	"Proline-13C5,15N"	"2.83"	"17553"	"5242"	"0.98"	"1.576"	"2.589"	"334.6"	"VALID"	""	""	""	"20.000"	"2.000"	"no"	"•••"	"•••"	"••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"19.414 units"	"20.000 units"	""	""	""	"IN_BATCH"	"0.9982"	"97.07"	"bb203347-caad-470b-87ad-e9f73b59f00b"	""	""	""	""	""	""	"1.84"	"-2.93"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL04_9"	""	"-0.246"	"-0.102"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"yes"	""	""	""	"RED"	""	""	"13822"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"dc41a505-15ac-48d5-a247-52c24b330cff"	"1-methylhistidine"	""	"C17H18N5O3^1+"	"M+nH"	"340.1403"	"340.1404"	"-0.38"	"-0.00013"	"-0.13"	"33126.75"	"52646"	"22695"	"4.6"	"+++"	"3"	"2.75"	"2.77"	"-0.02"	"VALID"	"89.694"	"I"	"2"	"2"	"2"	"255"	"8a583f02-51cb-47ed-be6b-fd5f440e1d31"	"CALIBRANT"	"no"	"Arginine-13C6,15N4"	"2.75"	"4725"	"1398"	"1.00"	"11.143"	"16.233"	"761.8"	"VALID"	""	""	""	"100.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"89.694 units"	"100.000 units"	""	""	""	"IN_BATCH"	"0.9940"	"89.69"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"2.13"	"-10.31"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"0.130"	""	""	""	""	""	"M+nH"	""	""	""	""	""	"NONE"	"yes"	""	""	""	""	""	""	"22719"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"6b0189d2-2fb7-4ab1-b593-cb02860170d4"	"3-methylhistidine"	""	"C17H18N5O3^1+"	"M+nH"	"340.1400"	"340.1404"	"-1.23"	"-0.00042"	"-0.42"	"31860.87"	"33913"	"13812"	"6.2"	"+++"	"3"	"2.65"	"2.68"	"-0.03"	"VALID"	"97.008"	"I"	"2"	"2"	"2"	"255"	"589ceab3-a398-49c3-83bd-a7ab4e6a27ff"	"CALIBRANT"	"no"	"Histidine-13C6,15N3"	"2.46"	"4144"	"1295"	"1.08"	"8.184"	"10.666"	"463.2"	"VALID"	""	""	""	"100.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"97.008 units"	"100.000 units"	""	""	""	"IN_BATCH"	"0.9977"	"97.01"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"2.29"	"-2.99"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"0.419"	""	""	""	""	""	"M+nH"	""	""	""	""	""	"NONE"	"yes"	""	""	""	""	""	""	"13841"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"673f763b-fcec-4f6b-972f-75afe9cdb84a"	"4--hydroxyproline"	""	"C15H16N3O4^1+"	"M+nH"	"302.1134"	"302.1135"	"-0.43"	"-0.00013"	"-0.13"	"34368.61"	"147963"	"44333"	"5.7"	"+++"	"3"	"1.69"	"1.70"	"-0.01"	"VALID"	"107.983"	"I"	"2"	"2"	"2"	"255"	"aba89f7f-e537-40e5-86a8-e6b3f816b9e7"	"CALIBRANT"	"no"	"Asparagine-13C4,15N2"	"1.98"	"13550"	"3954"	"0.86"	"10.919"	"11.213"	"18825"	"VALID"	""	""	""	"100.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"107.983 units"	"100.000 units"	""	""	""	"IN_BATCH"	"0.9974"	"107.98"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"3.11"	"7.98"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"0.129"	"0.041"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"yes"	""	""	""	""	""	""	"44333"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"4db89dd3-b326-46eb-af82-c7f5dc98d941"	"Alanine"	""	"C13H14N3O3^1+"	"M+nH"	"260.1031"	"260.1030"	"0.57"	"0.00015"	"0.15"	"33441.69"	"144244"	"65708"	"2.9"	"+++"	"3"	"2.60"	"2.60"	"0.00"	"VALID"	"104.239"	"I"	"2"	"2"	"2"	"255"	"093c9402-dfb8-441c-93c6-ebf367976acc"	"CALIBRANT"	"no"	"Alanine-13C3,15N"	"2.60"	"18412"	"8108"	"1.00"	"7.834"	"8.104"	"795.6"	"VALID"	""	""	""	"100.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"104.239 units"	"100.000 units"	""	""	""	"IN_BATCH"	"0.9958"	"104.24"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"1.96"	"4.24"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"-0.148"	"-0.037"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"66324"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"2ef28a61-03bf-4389-b435-6cd6292d7598"	"Alanine-13C3,15N [IS]"	""	"C10^13C3H14N2^15NO3^1+"	"M+nH"	"264.1101"	"264.1101"	"0.30"	"0.00008"	"0.08"	"30442.65"	"18412"	"8067"	"6.3"	"+++"	"3"	"2.60"	"2.60"	"-0.00"	"VALID"	"0.922"	"I"	"2"	"2"	"2"	"255"	"46f706d8-e017-4031-a632-a92a188451db"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"96.51"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.922 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.6985"	"92.24"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"1.95"	"-7.76"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"-0.080"	"-0.037"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"8108"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"c683bcdc-ddbd-4618-897c-0de1ce8c387a"	"Aminoadipic acid"	""	"C16H18N3O5^1+"	"M+nH"	"332.1240"	"332.1241"	"-0.20"	"-0.00007"	"-0.07"	"32353.42"	"43945"	"13032"	"4.4"	"+++"	"3"	"1.36"	"1.38"	"-0.02"	"VALID"	"90.590"	"I"	"2"	"2"	"2"	"255"	"d3cbd36b-def6-40d4-8792-9b27fe626f58"	"CALIBRANT"	"no"	"Serine-13C3,15N"	"2.03"	"11935"	"3522"	"0.67"	"3.682"	"3.701"	"492.9"	"VALID"	""	""	""	"100.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"90.590 units"	"100.000 units"	""	""	""	"IN_BATCH"	"0.9916"	"90.59"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"2.64"	"-9.41"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"0.066"	"-0.035"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"13032"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"82cee4e8-5ce1-4117-bea2-2af47ecf2260"	"Arginine"	""	"C16H21N6O3^1+"	"M+nH"	"345.1669"	"345.1670"	"-0.12"	"-0.00004"	"-0.04"	"32612.86"	"36348"	"10341"	"14.3"	"+++"	"3"	"2.75"	"2.77"	"-0.02"	"VALID"	"88.733"	"I"	"2"	"2"	"2"	"255"	"f953bff0-a636-4c75-9052-b47bd6c5c020"	"CALIBRANT"	"no"	"Arginine-13C6,15N4"	"2.75"	"4725"	"1398"	"1.00"	"7.693"	"7.397"	"4325"	"VALID"	""	""	""	"100.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"3"	"3"	"1"	"1"	"units"	"88.733 units"	"100.000 units"	""	""	""	"IN_BATCH"	"0.9977"	"88.73"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"3.24"	"-11.27"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"0.040"	"0.279"	"-0.018"	"0.070"	""	""	"M+nH"	"175.119"	"171.055"	"70.065"	""	""	"NONE"	"no"	""	""	""	""	""	""	"10341"	""	""	"4"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"f19bf198-6671-4b28-88a3-97cf83377ea9"	"Arginine-13C6,15N4 [IS]"	""	"C10^13C6H21N2^15N4O3^1+"	"M+nH"	"355.1754"	"355.1752"	"0.47"	"0.00017"	"0.17"	"31978.39"	"4725"	"1398"	"24.8"	"+++"	"3"	"2.75"	"2.77"	"-0.02"	"VALID"	"0.945"	"I"	"2"	"2"	"2"	"255"	"fecbb845-05ca-4b4a-8a16-00c236c625d4"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"265.1"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.945 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.6850"	"94.47"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"3.11"	"-5.53"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"-0.168"	"-0.018"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"1398"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"592439f6-0540-4abb-b192-b217d581c13d"	"Asparagine"	""	"C14H15N4O4^1+"	"M+nH"	"303.1086"	"303.1088"	"-0.49"	"-0.00015"	"-0.15"	"32709.42"	"106414"	"31565"	"9.8"	"+++"	"3"	"1.98"	"2.00"	"-0.02"	"VALID"	"107.599"	"I"	"2"	"2"	"2"	"255"	"7e2fee5e-a010-422e-94f7-b4ac6bf3ec03"	"CALIBRANT"	"no"	"Asparagine-13C4,15N2"	"1.98"	"13550"	"3954"	"1.00"	"7.853"	"7.984"	"9485"	"VALID"	""	""	""	"100.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"107.599 units"	"100.000 units"	""	""	""	"IN_BATCH"	"0.9983"	"107.60"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"3.03"	"7.60"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"0.148"	"0.020"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"31565"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"c50a3953-4fd2-49fc-b619-0eced97e27f2"	"Asparagine-13C4,15N2 [IS]"	""	"C10^13C4H15N2^15N2O4^1+"	"M+nH"	"309.1161"	"309.1163"	"-0.58"	"-0.00018"	"-0.18"	"29716.46"	"13550"	"3954"	"8.1"	"+++"	"3"	"1.98"	"2.00"	"-0.02"	"VALID"	"0.926"	"I"	"2"	"2"	"2"	"255"	"4c62f574-e97c-4f2b-8045-b158a5b52038"	"CALIBRANT"	"no"	""	""	""	""	""	""	""	"140.3"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.926 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.7581"	"92.63"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"3.07"	"-7.37"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"0.180"	"0.020"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"3954"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10.d"	"5a14fc71-2c44-410a-9b6e-0bd97d52fbe3"	"Aspartic acid"	""	"C14H14N3O5^1+"	"M+nH"	"304.0927"	"304.0928"	"-0.24"	"-0.00007"	"-0.07"	"33017.65"	"78531"	"18917"	"1.7"	"+++"	"3"	"1.02"	"1.00"	"0.02"	"VALID"	"94.482"	"I"	"2"	"2"	"2"	"255"	"6c0decbd-2545-47ee-b615-115d435bdaa8"	"CALIBRANT"	"no"	"Aspartic acid-13C4,15N"	"1.02"	"10286"	"2530"	"1.00"	"7.635"	"7.477"	"4027"	"VALID"	""	""	""	"100.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"94.482 units"	"100.000 units"	""	""	""	"IN_BATCH"	"0.9916"	"94.48"	"411be3da-2edc-4d53-938c-d14db0c1f716"	""	""	""	""	""	""	"3.82"	"-5.52"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_CAL03_10"	""	"0.072"	"-0.026"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"18917"	""	""	"4"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
