"AnalysisName"	"AnalysisPath"	"AnalyteId"	"AnalyteName"	"RegisterNumber"	"Elemental Composition"	"PMI"	"m/z"	"expected m/z"	"Error [ppm]"	"Error [Da]"	"Error [mDa]"	"Resolution m/z"	"Area"	"Height"	"mSigma"	"Score"	"IdendificationStatus"	"Retention Time[min]"	"Expected Retention Time[min]"	"Delta RT[min]"	"Status"	"Quantity"	"Adduct"	"SigmaScore"	"MassErrorScore"	"RetentionTimeScore"	"QualifierScore"	"CompoundId"	"SampleType"	"Marked"	"Internal Standard(ISTD)"	"Internal Standard Retention Time[min]"	"ISTD Area"	"ISTD Height"	"RRT"	"relative Area"	"relative Height"	"Signal/Noise"	"Compound Status"	"cdrChromatogramProperties"	"cdrSpectrumId"	"m/z calibration StdDev."	"Expected Quantity"	"Injection Volume"	"Manually Integrated"	"SigmaScoreString"	"MassErrorScoreString"	"RetentionTimeScoreString"	"DiagnosticIonScoreString"	"Expected Qualifier Ions"	"Found Qualifier Ions"	"Expected Optional Ions"	"Found Optional Ions"	"Expected Mandatory Diagnostic Ions"	"Found Mandatory Diagnostic Ions"	"Unit of Quantity"	"Quantity w/ unit"	"Expected quantity w/ unit"	"Quantity below lowest calibration level"	"Quantity above highest calibration level"	"Reporting Limit Exceeded"	"Quality of Quantity"	"R2"	"Accuracy/Recovery[%]"	"AnalysisId"	"UserFlag"	"Ion Ratio Q1"	"Ion Ratio Q2"	"Ion Ratio Q3"	"Ion Ratio Q4"	"Ion Ratio Q5"	"Full Width Half Maximum Chromatographic Peak [s]"	"Residuals[%]"	"Internal standard used for calibration function calculation"	"AccuracyDeviation"	"Min R2"	"RecoveryDeviation"	"ELV"	"RL"	"ULOQ"	"LLOQ"	"DL"	" Sample Identifier"	"Ion Ratio Q"	"Error m/z Q0"	"Error m/z Q1"	"Error m/z Q2"	"Error m/z Q3"	"Error m/z Q4"	"Error m/z Q5"	"Q0 Label"	"Q1 Label"	"Q2 Label"	"Q3 Label"	"Q4 Label"	"Q5 Label"	"Review State"	"Visited"	"%RSD RF"	"Carry Over Limit"	"False Negative"	"Response Range"	"Retention Time Drift"	"Signal In Blank"	"Intensity"	"1/K0 [V*s/cm2]"	"Expected 1/K0 [V*s/cm2]"	"Area to height ratio"	"(A/H)max / (A/H)min"	"Area of mobilogram peak"	"CCS [A2]"	"Expected CCS [A2]"	"Combined CCS Score"	"FWHM mobilogram peak"	"MRCSQ Score"	"Absolute deviation CCS [A2]"	"Relative deviation CCS [%]"	"Deviation 1/K0 [V*s/cm2]"	"Relative deviation 1/K0[%]"	"Calibration function term"	"Q0 Height"	"Q1 Height"	"Q2 Height"	"Q3 Height"	"Q4 Height"	"Q5 Height"	"Q0 Area"	"Q1 Area"	"Q2 Area"	"Q3 Area"	"Q4 Area"	"Q5 Area"	"Acquisition Date"	"Reprocessing Date"	"Analyte Tags"	"Acquisition Method"	"Reprocessing Method"	"instrumentName"	"instrumentSerialNumber"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"b0a376a5-a71a-414a-8985-0e7ad9c40ac9"	"TDCA-d4 [IS]"	""	""	"(-) 502.6 > 80.1 [63.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"74382"	"21398"	""	"---"	"0"	"7.47"	"7.53"	"-0.06"	"VALID"	"1.0"	""	"255"	"255"	"2"	"0"	"1f56a025-954a-4d65-aadc-de87f634cbe9"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"5180"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"1.0 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9681"	"102.38"	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	"0.389"	""	""	""	""	"3.37"	"2.38"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 502.6 > 80.1 [63.0V]"	"(-) 502.6 > 124.1 [54.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"21400"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"100423x + 0.0"	"21398"	"8314"	""	""	""	""	"74382"	"28436"	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"2cc4ac6b-230d-41c8-9ec9-ef87d86eb97a"	"TLCA-d4 [IS]"	""	""	"(-) 486.6 > 80.1 [59.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"70668"	"20627"	""	"+"	"1"	"8.48"	"8.36"	"0.12"	"VALID"	"1.0"	""	"255"	"255"	"1"	"255"	"154ed853-069c-4dcb-abe9-8991fa5cc3a7"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"256606"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"1.0 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9785"	"98.03"	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	""	""	""	""	""	"3.23"	"-1.97"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 486.6 > 80.1 [59.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"20627"	""	""	"3"	"1"	""	""	""	"-"	""	"-|••|-|-|-"	""	""	""	""	"72087x + 0.0"	"20627"	""	""	""	""	""	"70668"	""	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"5c54f63d-5c20-48c7-83fd-b0cab9532295"	"TUDCA-d4 [IS]"	""	""	"(-) 502.6 > 80.1 [58.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"62485"	"17988"	""	"++"	"2"	"5.22"	"5.22"	"-0.00"	"VALID"	"1.0"	""	"255"	"255"	"2"	"255"	"ecd2001e-d07f-43f4-99b1-38de3b18d9ac"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"291958"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"1.0 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.8941"	"103.68"	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	""	""	""	""	""	"3.24"	"3.68"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 502.6 > 80.1 [58.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"17988"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"60269x + 0.0"	"17988"	""	""	""	""	""	"62485"	""	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"94b3a027-c46c-48bb-b494-603d6695cac3"	"Tauro-ursodeoxycholic acid (TUDCA)"	""	""	"(-) 498.3 > 80.1 [61.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"154154"	"38724"	""	"++"	"2"	"5.22"	"5.22"	"0.00"	"VALID"	"6.6"	""	"255"	"255"	"2"	"255"	"f16ca1d1-0a4d-42de-9bce-776119eba018"	"SAMPLE"	"no"	"TUDCA-d4"	"5.22"	"62485"	"17988"	"1.00"	"2.467"	"2.153"	"288.9"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"6.6 units"	""	""	""	""	"IN_BATCH"	"0.9992"	""	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	""	""	""	""	""	"3.28"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 498.3 > 80.1 [61.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"39079"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.4009x - 0.1609"	"38724"	""	""	""	""	""	"154154"	""	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"29227d47-ef63-45ef-ab80-c348f23f5ab6"	"Taurochenodeoxycholic acid (TCDCA)"	""	""	"(-) 498.3 > 80.1 [59.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"1727881"	"494607"	""	"++"	"2"	"7.17"	"7.10"	"0.07"	"VALID"	"78.9"	""	"255"	"255"	"2"	"255"	"bc1aed09-7d2f-4fae-993c-eb3b1d2e0caf"	"SAMPLE"	"no"	"TCDCA-d4"	"7.05"	"132851"	"38471"	"1.02"	"13.006"	"12.856"	"2442"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"78.9 units"	""	""	""	""	"IN_BATCH"	"0.9963"	""	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	""	""	""	""	""	"3.28"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 498.3 > 80.1 [59.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"496296"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.1654x - 0.04822"	"494607"	""	""	""	""	""	"1727881"	""	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"41b68c7f-8013-40c4-a44e-6dde7bc54ad9"	"Taurocholic acid (TCA)"	""	""	"(-) 514.3 > 80.2 [66.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"254114"	"71531"	""	"---"	"0"	"6.00"	"6.04"	"-0.04"	"VALID"	"42.4"	""	"255"	"255"	"2"	"0"	"ca019cfc-924c-46ca-bcaf-6c15b16611cb"	"SAMPLE"	"no"	"TCA-d4"	"5.99"	"35381"	"10315"	"1.00"	"7.182"	"6.935"	"1207"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"42.4 units"	""	""	""	""	"IN_BATCH"	"0.9941"	""	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	"0.951"	""	""	""	""	"3.40"	""	"1"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 514.3 > 80.2 [66.0V]"	"(-) 514.2 > 514.3 [10.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"71744"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"0.3352x - 0.1292"	"71531"	"68057"	""	""	""	""	"254114"	"244321"	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"1567b840-a2fa-47a2-bbbf-1edbdd8548b6"	"Taurodeoxycholic acid (TDCA)"	""	""	"(-) 498.3 > 80.1 [59.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"644177"	"184311"	""	"++"	"2"	"7.48"	"7.53"	"-0.05"	"VALID"	"25.9"	""	"255"	"255"	"2"	"255"	"119cc572-b73f-4fb7-bc1b-3d911fd96a68"	"SAMPLE"	"no"	"TDCA-d4"	"7.47"	"74382"	"21400"	"1.00"	"8.660"	"8.613"	"1867"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"25.9 units"	""	""	""	""	"IN_BATCH"	"0.9979"	""	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	""	""	""	""	""	"3.20"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 498.3 > 80.1 [59.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"188386"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.3415x - 0.1833"	"184311"	""	""	""	""	""	"644177"	""	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"1436b5cc-cb0a-4d63-a92d-fe2336fd773e"	"Taurolithocholic acid (TLCA)"	""	""	"(-) 482.3 > 80.1 [59.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"11645"	"2988"	""	"++"	"2"	"8.49"	"8.54"	"-0.05"	"VALID"	"0.7"	""	"255"	"255"	"2"	"255"	"ad25da48-a2b6-4bd0-b7d8-e1e0a535800d"	"SAMPLE"	"no"	"TLCA-d4"	"8.48"	"70668"	"20627"	"1.00"	"0.165"	"0.145"	"23.89"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"0.7 units"	""	"RED"	""	""	"IN_BATCH"	"0.9982"	""	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	""	""	""	""	""	"4.20"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 482.3 > 80.1 [59.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"5613"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.5060x - 0.1937"	"2988"	""	""	""	""	""	"11645"	""	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"57f44895-5d8c-4779-a97d-d142a739cbb2"	"UDCA-d4 [IS]"	""	""	"(-) 395.6 > 395.6 [20.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"175478"	"46375"	""	"++"	"2"	"6.08"	"6.06"	"0.02"	"VALID"	"1.8"	""	"255"	"255"	"2"	"255"	"b91b34bd-c33e-4f6e-a3c2-1986b147594f"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"808.9"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"1.8 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9874"	"179.05"	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	""	""	""	""	""	"3.61"	"79.05"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 395.6 > 395.6 [20.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"46670"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"98003x + 0.0"	"46375"	""	""	""	""	""	"175478"	""	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16951_049_23.d"	"8fb6a79f-fabd-4e31-8da9-612863f14251"	"Ursodeoxycholic acid (UDCA)"	""	""	"(-) 391.3 > 331.1 [12.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"90982"	"26271"	""	"++"	"2"	"6.08"	"6.06"	"0.02"	"VALID"	"11.6"	""	"255"	"255"	"2"	"255"	"7040bc21-1859-4197-acca-ffa2be6d52cb"	"SAMPLE"	"no"	"UDCA-d4"	"6.08"	"175478"	"46670"	"1.00"	"0.518"	"0.563"	"390.8"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"11.6 units"	""	""	""	""	"IN_BATCH"	"0.9977"	""	"6c205c5b-5b7a-4dc1-95ea-8fbcc048fe4e"	""	""	""	""	""	""	"3.31"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 391.3 > 331.1 [12.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"27351"	""	""	"3"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.04637x - 0.01857"	"26271"	""	""	""	""	""	"90982"	""	""	""	""	""	"Wed Apr 19 16:26:43 AWST 2023"	"2023-04-21 08:42:45.01"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16625_033_24"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16625_033_24.d"	"87417ca2-f07e-4895-849c-571f78576cb6"	"CA-d4 [IS]"	""	""	"(-) 411.5 > 411.6 [20.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"250101"	"64871"	""	"++"	"2"	"6.77"	"6.76"	"0.01"	"VALID"	"1.0"	""	"255"	"255"	"2"	"255"	"a66f6754-b523-4a70-baf9-017a677d5f1d"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"739.4"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"1.0 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9900"	"95.61"	"2cafc5d5-5e56-4346-b294-b39704abff3a"	""	"0.012"	""	""	""	""	"3.66"	"-4.39"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 411.5 > 411.6 [20.0V]"	"(-) 411.5 > 291.1 [40.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"65096"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"261592x + 0.0"	"64871"	"769"	""	""	""	""	"250101"	"2938"	""	""	""	""	"Wed Apr 19 16:40:49 AWST 2023"	"2023-04-21 08:42:45.686"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16625_033_24"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16625_033_24.d"	"789ae8ee-20d5-4a61-8900-d4fd4fad73bb"	"CDCA-d4 [IS]"	""	""	"(-) 395.5 > 395.3 [20.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"163431"	"42291"	""	"++"	"2"	"8.35"	"8.35"	"-0.00"	"VALID"	"1.0"	""	"255"	"255"	"2"	"255"	"b95075a6-6e81-4657-8832-7145037aeb83"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"356.3"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"1"	"0"	"1"	"1"	"units"	"1.0 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9950"	"96.27"	"2cafc5d5-5e56-4346-b294-b39704abff3a"	""	""	""	""	""	""	"3.55"	"-3.73"	"0"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 395.5 > 395.3 [20.0V]"	"(-) 395.5 > 348.9 [33.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	"RED"	"43156"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"169767x + 0.0"	"42291"	""	""	""	""	""	"163431"	""	""	""	""	""	"Wed Apr 19 16:40:49 AWST 2023"	"2023-04-21 08:42:45.686"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
